"","report_date","tBalance","yBalance","total_purchase_amt","direct_purchase_amt","purchase_bal_amt","purchase_bank_amt","total_redeem_amt","consume_amt","transfer_amt","tftobal_amt","tftocard_amt","share_amt","category1","category2","category3","category4"
"194",2014-01-10,9877218546,9700084288,296993855,295319545,98322725,196996820,119859597,39482547,80377050,23296683,57080367,1674310,24021540,8501350,4e+05,6559657
"195",2014-01-11,9938687375,9877218546,178289447,176615910,50878197,125737713,116820618,26920145,89900473,24818463,65082010,1673537,16910710,2883132,1e+06,6126303
"196",2014-01-12,10050774727,9938687375,192128885,190458340,41216893,149241447,80041533,17752631,62288902,11692549,50596353,1670545,5676492,5648426,0,6427713
"197",2014-01-13,10178528684,10050774727,292143045,290463215,47682065,242781150,164389088,27499710,136889378,40458604,96430774,1679830,10379562,10231524,0,6888624
"198",2014-01-14,10320753176,10178528684,337203610,335497080,94309152,241187928,194979118,20603205,174375913,33929454,140446459,1706530,6382950,6229616,1e+05,7890639
"199",2014-01-15,10439166908,10320753176,233318844,231587163,54758381,176828782,114905112,18703026,96202086,23614174,72587912,1731681,4607971,2896637,0,11198418
"200",2014-01-16,10792799158,10439166908,490563564,488804509,171061850,317742659,136931314,27690054,109241260,25235773,84005487,1759055,10320058,9338086,50000,7981910
"201",2014-01-17,10900581668,10792799158,262046075,260277661,77747209,182530452,154263565,20319615,133943950,41369884,92574066,1768414,8585453,1807390,0,9926772
"202",2014-01-18,10977632480,10900581668,184240864,182453586,60030251,122423335,107190052,19713867,87476185,14924270,72551915,1787278,7941423,2000145,0,9772299
"203",2014-01-19,11161309455,10977632480,301523785,299746334,79675608,220070726,117846810,14990039,102856771,18680964,84175807,1777451,5160128,2848223,0,6981688
"204",2014-01-20,11213364394,11161309455,312028349,310204310,91443411,218760899,259973410,36050869,223922541,28948047,194974494,1824039,17400840,9035403,1e+05,9514626
"205",2014-01-21,11373735820,11213364394,337095722,335295077,112036677,223258400,176724296,41489564,135234732,34403820,100830912,1800645,19200642,9949493,1200000,11139429
"206",2014-01-22,11652870112,11373735820,462593233,460727851,128461352,332266499,183458941,24765949,158692992,27978735,130714257,1865382,13109318,6722300,0,4934331
"207",2014-01-23,11614493946,11652870112,294368520,292409095,56767990,235641105,332744686,36272301,296472385,37210268,259262117,1959425,22980311,8220569,0,5071421
"208",2014-01-24,11876353593,11614493946,450511317,448547421,168853696,279693725,188651670,36422877,152228793,35129990,117098803,1963896,16602957,12598651,0,7221269
"209",2014-01-25,12094534831,11876353593,349192126,347267635,78285094,268982541,131010888,26555292,104455596,20575485,83880111,1924491,15724010,4875447,0,5955835
"210",2014-01-26,12327132156,12094534831,446945594,445012163,123666300,321345863,214348269,35124119,179224150,35679514,143544636,1933431,23980700,5010190,1500000,4633229
"211",2014-01-27,12782324052,12327132156,715461017,713542819,226124075,487418744,260269121,32800531,227468590,24542921,202925669,1918198,18359512,8165938,0,6275081
"212",2014-01-28,13396219381,12782324052,870587680,868580048,271528474,597051574,256692351,51412459,205279892,19522002,185757890,2007632,31410135,16264386,0,3737938
"213",2014-01-29,14305440525,13396219381,1183825013,1181722616,270116277,911606339,274603869,31028957,243574912,30456335,213118577,2102397,19705023,7229250,0,4094684
"214",2014-01-30,14448195313,14305440525,242566772,240420034,31110470,209309564,99811984,14785760,85026224,18378583,66647641,2146738,7286637,3767053,0,3732070
"215",2014-01-31,14509193948,14448195313,90124260,87833592,13340221,74493371,29125625,17944322,11181303,3840586,7340717,2290668,8404154,6973629,0,2566539
"216",2014-02-01,14558894055,14509193948,101183694,98866623,17606998,81259625,51483587,11593228,39890359,1511181,38379178,2317071,7545552,1039539,0,3008137
"217",2014-02-02,14610527678,14558894055,86649833,84334332,34128435,50205897,35016210,7914392,27101818,3086107,24015711,2315501,4818925,494933,0,2600534
"218",2014-02-03,14603759454,14610527678,85303404,82989462,15986250,67003212,92071628,19834695,72236933,7415792,64821141,2313942,14475287,3025388,0,2334020
"219",2014-02-04,14635007830,14603759454,92866528,90552030,20678169,69873861,61618152,14639956,46978196,4972042,42006154,2314498,9040827,2647031,0,2952098
"220",2014-02-05,14727027252,14635007830,162119647,159783859,50989439,108794420,70100225,15635273,54464952,11164720,43300232,2335788,8683859,3142564,0,3808850
"221",2014-02-06,14862902653,14727027252,225661839,223321716,77410561,145911155,89786438,25609125,64177313,11871176,52306137,2340123,18398051,3076325,10000,4124749
"222",2014-02-07,15128076639,14862902653,621409043,618918634,114651678,504266956,356235057,38734809,317500248,28906082,288594166,2490409,25217830,7006582,0,6510397
"223",2014-02-08,15308739535,15128076639,315242286,312784997,56761345,256023652,134579390,27946530,106632860,30120934,76511926,2457289,14174816,7134260,0,6637454
"224",2014-02-09,15502134689,15308739535,336607101,334156976,32170506,301986470,143211947,30581220,112630727,28421971,84208756,2450125,19025294,4925547,20000,6610379
"225",2014-02-10,15715822395,15502134689,632298767,629815651,122299917,507515734,418611061,41335508,377275553,38589814,338685739,2483116,18290890,16234010,0,6810608
"226",2014-02-11,16071053272,15715822395,670470102,667997291,126620567,541376724,315239225,46682708,268556517,28751388,239805129,2472811,17451965,13565466,5683000,9982277
"227",2014-02-12,16196938888,16071053272,551106906,548525971,125629629,422896342,425221290,41689934,383531356,19886095,363645261,2580935,13799868,10148698,3500000,14241368
"228",2014-02-13,16357072061,16196938888,461212821,458588546,68415824,390172722,301079648,43530030,257549618,44919631,212629987,2624275,18006285,14746589,2008100,8769056
"229",2014-02-14,16646031553,16357072061,522331058,519690088,197539466,322150622,233371566,57477083,175894483,17598467,158296016,2640970,14421070,6566717,26110000,10379296
"230",2014-02-15,16841005787,16646031553,305214647,302542045,62746121,239795924,110240413,29964229,80276184,23573091,56703093,2672602,16571149,5601204,0,7791876
"231",2014-02-16,17062823912,16841005787,361250311,358582299,101255138,257327161,139432186,25033326,114398860,25823818,88575042,2668012,8244467,7836524,1500000,7452335
"232",2014-02-17,17423610524,17062823912,675485671,672818788,167288895,505529893,314699059,30122564,284576495,37450182,247126313,2666883,11185615,6852734,1e+05,11984215
"233",2014-02-18,17600122427,17423610524,422741202,420055718,70493272,349562446,246229299,24385964,221843335,30890868,190952467,2685484,9121644,5601477,510000,9152843
"234",2014-02-19,17995445371,17600122427,642931201,640125179,171022695,469102484,247608257,27780742,219827515,28674437,191153078,2806022,8795072,4940821,0,14044849
"235",2014-02-20,18245895476,17995445371,527167832,524326256,102064032,422262224,276717727,37368218,239349509,44405867,194943642,2841576,14199196,6413718,3140000,13615304
"236",2014-02-21,18434069442,18245895476,394746918,391861133,70948708,320912425,206572952,30924388,175648564,33631822,142016742,2885785,13881521,3975201,3e+05,12767666
"237",2014-02-22,18539847457,18434069442,235659822,232728292,53377141,179351151,129881807,32933003,96948804,20353642,76595162,2931530,13861187,6353648,7e+05,12018168
"238",2014-02-23,18611220559,18539847457,308396249,305471716,85226555,220245161,237023147,38019495,199003652,22649314,176354338,2924533,22230757,8087161,10000,7691577
"239",2014-02-24,18879909342,18611220559,595170010,592253107,116950273,475302834,326481227,52662821,273818406,48223407,225594999,2916903,33342984,9251471,0,10068366
"240",2014-02-25,19244067093,18879909342,713994252,711119216,213652337,497466879,349836501,60481192,289355309,36793221,252562088,2875036,31292964,17594189,0,11594039
"241",2014-02-26,19253802420,19244067093,486006154,483042797,97680285,385362512,476270827,39066153,437204674,39264588,397940086,2963357,24251649,4628350,1125700,9060454
"242",2014-02-27,19130789681,19253802420,537812517,534847542,113116243,421731299,660825256,58469205,602356051,33683283,568672768,2964975,31027757,15536289,0,11905159
"243",2014-02-28,19268984260,19130789681,420504763,417561034,143491432,274069602,282310184,52180897,230129287,31187371,198941916,2943729,31507783,6294053,40000,14339061
"244",2014-03-01,19335911497,19268984260,215356482,212395497,51713389,160682108,148429245,39788871,108640374,28375434,80264940,2960985,17897210,6326164,0,15565497
"245",2014-03-02,19447903799,19335911497,275779265,272821873,96286760,176535113,163786963,46291035,117495928,20922963,96572965,2957392,15764823,18658688,604600,11262924
"246",2014-03-03,19611655097,19447903799,523895828,520971169,201575385,319395784,360144530,48158176,311986354,29388173,282598181,2924659,25805534,8944090,260000,13148552
"247",2014-03-04,19855038051,19611655097,521644375,518747507,214445435,304302072,278261421,45209878,233051543,37023763,196027780,2896868,14893914,15822846,4010000,10483118
"248",2014-03-05,20077325763,19855038051,497668868,494688047,144240130,350447917,275381156,52884087,222497069,53264362,169232707,2980821,26887048,11676534,8e+05,13520505
"249",2014-03-06,20207050612,20077325763,495755683,492764712,78255472,414509240,366030834,58080098,307950736,19628897,288321839,2990971,21632166,22874244,2600000,10973688
"250",2014-03-07,20425665101,20207050612,492623841,489624360,129854870,359769490,274009352,55190666,218818686,38764259,180054427,2999481,26635884,16319658,0,12235124
"251",2014-03-08,20483023507,20425665101,215355021,212335064,64428739,147906325,157996615,41632806,116363809,27730633,88633176,3019957,20488246,4711233,0,16433327
"252",2014-03-09,20609710369,20483023507,296559440,293539792,86667455,206872337,169872578,28057285,141815293,20714852,121100441,3019648,11986376,5700729,110000,10260180
"253",2014-03-10,20846533897,20609710369,533357693,530370838,113436193,416934645,296534165,50778011,245756154,42742601,203013553,2986855,26905982,14292176,40000,9539853
"254",2014-03-11,21068010731,20846533897,488913889,485925038,112577281,373347757,267437055,46554603,220882452,28455100,192427352,2988851,17209611,17673105,0,11671887
"255",2014-03-12,21086523158,21068010731,317050657,313963545,80981830,232981715,298538230,31663766,266874464,29446659,237427805,3087112,11747148,10806892,0,9109726
"256",2014-03-13,21269015235,21086523158,438410772,435321953,102703090,332618863,255918695,38613340,217305355,32243201,185062154,3088819,20051686,8832013,0,9729641
"257",2014-03-14,21318073807,21269015235,319556555,316457232,91143277,225313955,270497983,45707311,224790672,29759721,195030951,3099323,18802351,11937861,0,14967099
"258",2014-03-15,21277015403,21318073807,201137958,198025845,46618342,151407503,242196362,36236001,205960361,37443173,168517188,3112113,19898074,5832905,0,10505022
"259",2014-03-16,21308422662,21277015403,219592025,216500186,56265518,160234668,188184766,33297691,154887075,28366452,126520623,3091839,13574539,4007067,3e+06,12716085
"260",2014-03-17,21300316440,21308422662,411958428,408919917,116676049,292243868,420064650,38762249,381302401,45023763,336278638,3038511,13041517,10557432,2e+05,14963300
"261",2014-03-18,21261001464,21300316440,302616910,299576478,107687800,191888678,341931886,64325783,277606103,30539008,247067095,3040432,20416946,9294990,10000,34603847
"262",2014-03-19,21141458775,21261001464,295342178,292242134,69331791,222910343,414884867,31718886,383165981,41058263,342107718,3100044,10869792,8664985,4e+05,11784109
"263",2014-03-20,21140029481,21141458775,302584612,299504283,63195737,236308546,304013906,45429720,258584186,45595318,212988868,3080329,26345596,8278860,7e+05,10105264
"264",2014-03-21,21133452226,21140029481,274386390,271301471,84624128,186677343,280963645,42450695,238512950,40768480,197744470,3084919,22918066,10487170,250000,8795459
"265",2014-03-22,21078061203,21133452226,145506447,142453489,46294184,96159305,200897470,27038384,173859086,27746079,146113007,3052958,10224043,2432630,0,14381711
"266",2014-03-23,21084811989,21078061203,167604758,164575748,57500984,107074764,160853972,52687476,108166496,18983436,89183060,3029010,24761800,20163530,0,7762146
"267",2014-03-24,21096879506,21084811989,330726069,327726110,132297034,195429076,318658552,64726828,253931724,43343608,210588116,2999959,32606577,16349470,0,15770781
"268",2014-03-25,21071859880,21096879506,337425152,334448822,146210691,188238131,362444778,53477585,308967193,38705828,270261365,2976330,30039026,7865737,0,15572822
"269",2014-03-26,21240574516,21071859880,426653122,423677158,207737076,215940082,257938486,42902636,215035850,26145710,188890140,2975964,18204391,10202524,0,14495721
"270",2014-03-27,21180192090,21240574516,266160879,263191001,60426557,202764444,326543305,59590597,266952708,55755774,211196934,2969878,27211720,18097017,0,14281860
"271",2014-03-28,21031802786,21180192090,223771699,220789424,62439002,158350422,372161003,51846308,320314695,41563213,278751482,2982275,32982622,7147496,3e+05,11416190
"272",2014-03-29,21088557406,21031802786,194925803,191958577,77147539,114811038,138171183,29421365,108749818,33739820,75009998,2967226,14804632,4986087,0,9630646
"273",2014-03-30,20993229211,21088557406,161565264,158610631,53160507,105450124,256893459,25012252,231881207,34902113,196979094,2954633,7264875,7536729,0,10210648
"274",2014-03-31,20873473218,20993229211,377931423,374992035,101241422,273750613,497687416,47050841,450636575,80697714,369938861,2939388,21659483,9697526,30000,15663832
"275",2014-04-01,21017850420,20873473218,424784984,421871440,110112946,311758494,280407782,57046461,223361321,40251170,183110151,2913544,23516593,13225150,1120000,19184718
"276",2014-04-02,21201799735,21017850420,418550858,415588571,174236564,241352007,234601543,38868270,195733273,39039800,156693473,2962287,15527624,9205847,840000,13294799
"277",2014-04-03,21244485594,21201799735,301858010,298870511,76536813,222333698,259172151,43502360,215669791,34897849,180771942,2987499,20991859,10590921,0,11919580
"278",2014-04-04,21308841040,21244485594,235574221,232571834,73515221,159056613,171218775,38856167,132362608,29525605,102837003,3002387,14785040,9668025,3e+06,11403102
"279",2014-04-05,21349986488,21308841040,171320519,168303699,72227716,96075983,130175071,36715201,93459870,30720443,62739427,3016820,24089189,6972150,0,5653862
"280",2014-04-06,21396810685,21349986488,132973045,129970159,33554046,96416113,86148848,27683562,58465286,14758548,43706738,3002886,16160029,4050429,0,7473104
"281",2014-04-07,21483012527,21396810685,237413785,234418199,81131165,153287034,151211943,36016101,115195842,28044345,87151497,2995586,12179086,3754431,5e+06,15082584
"282",2014-04-08,21602125568,21483012527,360613734,357617701,89382131,268235570,241500693,52832661,188668032,54277033,134390999,2996033,19191402,14549476,210000,18881783
"283",2014-04-09,21765597286,21602125568,465391689,462366980,268861645,193505335,301919971,51749244,250170727,41006108,209164619,3024709,10712976,22667991,0,18368277
"284",2014-04-10,21798843366,21765597286,325897532,322872523,91475729,231396794,292651452,58010842,234640610,35623569,199017041,3025009,23950267,17447091,0,16613484
"285",2014-04-11,21810968272,21798843366,275556141,272526479,77769185,194757294,263431235,55341286,208089949,34977035,173112914,3029662,28855404,5043058,7500000,13942824
"286",2014-04-12,21832155955,21810968272,198643801,195606525,97234354,98372171,177456118,43034611,134421507,27515917,106905590,3037276,15051872,6582401,5010000,16390338
"287",2014-04-13,21835124900,21832155955,202424482,199402640,95464096,103938544,199455537,39100697,160354840,19667340,140687500,3021842,18100249,9153043,0,11847405
"288",2014-04-14,21878561357,21835124900,359340606,356348113,121302823,235045290,315904149,43030155,272873994,32824302,240049692,2992493,17553628,10479584,4010000,10986943
"289",2014-04-15,21882358394,21878561357,337278983,334299471,103712979,230586492,333481946,61840815,271641131,32279051,239362080,2979512,22698925,17788959,6e+06,15352931
"290",2014-04-16,21968232108,21882358394,344518277,341510561,111379811,230130750,258644563,47231064,211413499,54124000,157289499,3007716,6241403,7865970,2500000,30623691
"291",2014-04-17,21977346482,21968232108,268273324,265274821,81673754,183601067,259158950,36285872,222873078,36029263,186843815,2998503,6934074,13530844,4550000,11270954
"292",2014-04-18,22061818641,21977346482,297030419,294027268,141120352,152906916,212558260,48979754,163578506,34102664,129475842,3003151,16917395,19360713,210000,12491646
"293",2014-04-19,22031746557,22061818641,131860659,128849653,48715063,80134590,161932743,27913459,134019284,35666382,98352902,3011006,15185824,4539874,1e+05,8087761
"294",2014-04-20,22018227284,22031746557,161634908,158634541,52549297,106085244,175154181,41710210,133443971,30173059,103270912,3000367,13465226,12286032,3200000,12758952
"295",2014-04-21,21983114148,22018227284,381369739,378379862,199874927,178504935,416482875,52056608,364426267,47910124,316516143,2989877,18280066,13229475,5200000,15347067
"296",2014-04-22,21921441810,21983114148,268322472,265367131,92232320,173134811,329994810,63112441,266882369,25660591,241221778,2955341,32042647,10747710,1e+06,19322084
"297",2014-04-23,21894735137,21921441810,262963640,260006924,106429735,153577189,289670313,58022592,231647721,37170254,194477467,2956716,30223638,16079625,511300,11208029
"298",2014-04-24,21749568261,21894735137,203798291,200874500,77416167,123458333,348965167,47029210,301935957,34586838,267349119,2923791,16578849,16284323,0,14166038
"299",2014-04-25,21838433399,21749568261,320373050,317477961,159662604,157815357,231507912,55003379,176504533,32297349,144207184,2895089,36506352,6240274,1e+06,11256753
"300",2014-04-26,21912634384,21838433399,184640194,181748106,66218712,115529394,110439209,36196928,74242281,22521573,51720708,2892088,19272555,6200251,20000,10704122
"301",2014-04-27,21838953129,21912634384,167611543,164726335,74628929,90097406,241292798,36969196,204323602,17198899,187124703,2885208,21630026,5234945,20100,10084125
"302",2014-04-28,21710521862,21838953129,285236269,282350858,91407032,190943826,413667536,56004461,357663075,39506368,318156707,2885411,25315650,14821585,0,15867226
"303",2014-04-29,21673376129,21710521862,303772841,300911064,88108829,212802235,340918574,40811685,300106889,34465537,265641352,2861777,13204474,11224346,2500000,13882865
"304",2014-04-30,21631048967,21673376129,232262878,229374222,60524631,168849591,274590040,45568959,229021081,56711171,172309910,2888656,24397027,8946355,0,12225577
"305",2014-05-01,21715059287,21631048967,197451051,194592153,46441362,148150791,113440731,34465731,78975000,20094138,58880862,2858898,19837816,5065897,0,9562018
"306",2014-05-02,21741658648,21715059287,129869154,126996537,45053919,81942618,103269793,35465389,67804404,21501101,46303303,2872617,14730436,9404103,0,11330850
"307",2014-05-03,21796837765,21741658648,229609301,226723871,109652282,117071589,174430184,45548968,128881216,23760498,105120718,2885430,20116397,12037443,0,13395128
"308",2014-05-04,21811941798,21796837765,297192156,294283973,103563013,190720960,282088123,54229182,227858941,37486791,190372150,2908183,23827803,16550627,0,13850752
"309",2014-05-05,21913009056,21811941798,425987710,423144977,183979425,239165552,324920452,51719305,273201147,46696002,226505145,2842733,16956930,9632967,11500000,13629408
"310",2014-05-06,21940558852,21913009056,323536443,320597506,92410654,228186852,295986647,58180644,237806003,45139572,192666431,2938937,22041981,17004701,50000,19083962
"311",2014-05-07,22125211598,21940558852,406395515,403499222,206011476,197487746,221742769,46647505,175095264,30262843,144832421,2896293,19653168,10230640,0,16763697
"312",2014-05-08,22211021736,22125211598,353562072,350691463,110240250,240451213,267751934,66484951,201266983,31753789,169513194,2870609,30166940,20595523,0,15722488
"313",2014-05-09,22318020132,22211021736,265472393,262576673,77408385,185168288,158473997,65477551,92996446,22596963,70399483,2895720,30613338,17583670,1e+06,16280543
"314",2014-05-10,22287197742,22318020132,227672886,224780370,52310029,172470341,258495276,21385143,237110133,33251580,203858553,2892516,9656671,4542812,0,7185660
"315",2014-05-11,22352707076,22287197742,208480221,205613906,72213944,133399962,142970887,32032117,110938770,24183657,86755113,2866315,17109450,4664196,0,10258471
"316",2014-05-12,22299502577,22352707076,285228437,282379198,65145785,217233413,338432936,67706618,270726318,42540112,228186206,2849239,30842573,14785910,1400000,20678135
"317",2014-05-13,22411530769,22299502577,362372059,359542926,173798540,185744386,250343867,53368566,196975301,44730491,152244810,2829133,30785652,9236129,20000,13326785
"318",2014-05-14,22404248169,22411530769,290208996,287346732,89139569,198207163,297491596,49220603,248270993,44791851,203479142,2862264,23277922,12219497,0,13723184
"319",2014-05-15,22272285604,22404248169,303286621,300418119,98282350,202135769,435249186,57474778,377774408,48592937,329181471,2868502,18430402,21564216,4e+06,13480160
"320",2014-05-16,22326419973,22272285604,254644568,251791080,93504492,158286588,200510199,37074475,163435724,41434051,122001673,2853488,8700022,12308245,2500000,13566208
"321",2014-05-17,22263117212,22326419973,116291491,113462909,31017593,82445316,179594252,32023295,147570957,37665200,109905757,2828582,12608950,10374250,20000,9020095
"322",2014-05-18,22278734696,22263117212,161097108,158281792,54370770,103911022,145479624,22931933,122547691,23653281,98894410,2815316,10661140,3287193,0,8983600
"323",2014-05-19,22204351254,22278734696,347718384,344813917,184626582,160187335,422101826,57507096,364594730,44258037,320336693,2904467,21482112,16531999,6e+06,13492985
"324",2014-05-20,22293860222,22204351254,286615315,283716907,86302630,197414277,197106347,53331297,143775050,41224813,102550237,2898408,20880366,13317145,0,19133786
"325",2014-05-21,22242490808,22293860222,241015636,238104098,60631883,177472215,292385050,46306331,246078719,25847488,220231231,2911538,26926571,9106176,9e+05,9373584
"326",2014-05-22,22220249424,22242490808,273390048,270554719,106096588,164458131,295631432,61774549,233856883,37763931,196092952,2835329,28799920,14476331,1530000,16968298
"327",2014-05-23,22196423713,22220249424,200156003,197344058,71926493,125417565,223981714,68836445,155145269,34027470,121117799,2811945,27266131,11049692,1.6e+07,14520622
"328",2014-05-24,22104758931,22196423713,141641047,138893414,58147479,80745935,233305829,36610771,196695058,27853903,168841155,2747633,16892954,7956520,0,11761297
"329",2014-05-25,22127380380,22104758931,169866612,167141514,68472420,98669094,147245163,55216982,92028181,18600201,73427980,2725098,25008975,14230179,5e+05,15477828
"330",2014-05-26,21979005861,22127380380,266803815,264091068,88459119,175631949,415178334,47477501,367700833,42491735,325209098,2712747,14539653,11093785,2600000,19244063
"331",2014-05-27,21859681877,21979005861,249676185,246980696,78864038,168116658,369000169,61722166,307278003,35085315,272192688,2695489,28593735,11463955,4310000,17354476
"332",2014-05-28,21746827077,21859681877,268930576,266206185,103588698,162617487,381785376,75372323,306413053,39625560,266787493,2724391,24128835,14842504,1.5e+07,21400984
"333",2014-05-29,21683924883,21746827077,339227554,336568574,188699697,147868877,402129748,45603293,356526455,37279842,319246613,2658980,19317545,8793414,1e+05,17392334
"334",2014-05-30,21656296837,21683924883,248860973,246116690,71543190,174573500,276489019,52268224,224220795,62421522,161799273,2744283,15609333,10216327,8650000,17792564
"335",2014-05-31,21631441535,21656296837,128370165,125719916,49850395,75869521,153225467,41238339,111987128,26383012,85604116,2650249,15407603,12391224,0,13439512
"336",2014-06-01,21664307206,21631441535,143942297,141305877,46281740,95024137,111076626,35012427,76064199,27018856,49045343,2636420,21781519,3209670,0,10021238
"337",2014-06-02,21683668780,21664307206,176770324,174155696,52939866,121215830,157408750,47806711,109602039,26620295,82981744,2614628,21547289,9760500,4e+05,16098922
"338",2014-06-03,21596908720,21683668780,285424724,282767723,80194239,202573484,372184784,91075411,281109373,44628377,236480996,2657001,38918045,16099866,16500000,19557500
"339",2014-06-04,21545545249,21596908720,275697613,273009450,98008894,175000556,327061084,51251768,275809316,57917192,217892124,2688163,20034594,10738907,1500000,18978267
"340",2014-06-05,21551704053,21545545249,309000179,306273120,95105640,211167480,302841375,91975048,210866327,47132866,163733461,2727059,20534039,16690019,33800000,20950990
"341",2014-06-06,21590289071,21551704053,255880246,253226237,97207492,156018745,217295228,42195088,175100140,38208795,136891345,2654009,17768198,10690740,1150000,12586150
"342",2014-06-07,21539265430,21590289071,155141863,152480179,64702829,87777350,206165504,34982787,171182717,37411458,133771259,2661684,12440252,9712400,1580000,11250135
"343",2014-06-08,21540333433,21539265430,181144835,178500500,46674372,131826128,180076832,29928354,150148478,18858094,131290384,2644335,12861137,9465295,0,7601922
"344",2014-06-09,21741608564,21540333433,442360742,439678806,265705014,173973792,241085611,42476153,198609458,38750701,159858757,2681936,16456271,14166682,1e+06,10853200
"345",2014-06-10,21849107626,21741608564,389636668,386974037,142387982,244586055,282137606,42799380,239338226,38975392,200362834,2662631,15689030,11010400,1100000,14999950
"346",2014-06-11,21883060272,21849107626,311384505,308654052,105595606,203058446,277431859,48297113,229134746,32844675,196290071,2730453,18617143,13166544,2950000,13563426
"347",2014-06-12,21894083973,21883060272,267188252,264465153,74061423,190403730,256164551,67082259,189082292,34787911,154294381,2723099,26829011,6285077,15210000,18758171
"348",2014-06-13,21865979480,21894083973,256177180,253408520,77142018,176266502,284281673,49797727,234483946,34483225,200000721,2768660,19044694,13758387,1600000,15394646
"349",2014-06-14,21724708585,21865979480,148539864,145799236,36495168,109304068,289810759,34873423,254937336,21758549,233178787,2740628,14132025,11472189,0,9269209
"350",2014-06-15,21708715582,21724708585,201999390,199289252,66318394,132970858,217992393,26125949,191866444,33749656,158116788,2710138,9326541,3955510,5e+05,12343898
"351",2014-06-16,21661669574,21708715582,336917078,334246981,76922165,257324816,383963086,43236900,340726186,34856616,305869570,2670097,12295815,15848496,0,15092589
"352",2014-06-17,21654852779,21661669574,324524255,321900477,130297150,191603327,331341050,56928812,274412238,26071526,248340712,2623778,12542358,27392141,5e+05,16494313
"353",2014-06-18,21562359897,21654852779,266480068,263869775,63762605,200107170,358972950,39981944,318991006,44880286,274110720,2610293,7741049,14367956,0,17872939
"354",2014-06-19,21522851356,21562359897,282577514,280036838,109211019,170825819,322086055,40446976,281639079,46945032,234694047,2540676,11317116,12295541,1e+06,15834319
"355",2014-06-20,21416602504,21522851356,226974141,224355447,60006116,164349331,333222993,43431926,289791067,27642466,262148601,2618694,16042285,8363113,4200000,14826528
"356",2014-06-21,21433901758,21416602504,186364721,183871019,59117998,124753021,169065467,51788370,117277097,33282562,83994535,2493702,20392710,8861130,110000,22424530
"357",2014-06-22,21345275274,21433901758,143403001,140921885,46237389,94684496,232029485,50148803,181880682,31775999,150104683,2481116,22431653,11328610,0,16388540
"358",2014-06-23,21204941111,21345275274,304220528,301748246,117716992,184031254,444554691,62375762,382178929,57442623,324736306,2472282,29943154,9652173,0,22780435
"359",2014-06-24,21160639430,21204941111,298405851,295946977,137428529,158518448,342707532,74553377,268154155,38664847,229489308,2458874,28899977,13098592,13900000,18654808
"360",2014-06-25,21112616062,21160639430,271335080,268960689,89085680,179875009,319358448,65686453,253671995,39399658,214272337,2374391,36272385,7892452,3300000,18221616
"361",2014-06-26,20838041732,21112616062,223576983,221248791,54342194,166906597,498151313,64893079,433258234,33655681,399602553,2328192,25521288,15339664,3300000,20732127
"362",2014-06-27,20717220690,20838041732,186455771,184105502,60876507,123228995,307276813,54751201,252525612,36280391,216245221,2350269,24448942,13199388,1e+06,16102871
"363",2014-06-28,20699036555,20717220690,181197896,178890260,81008319,97881941,199382031,40204384,159177647,36003153,123174494,2307636,16547385,9272514,8e+05,13584485
"364",2014-06-29,20632047549,20699036555,171945311,169653783,64217255,105436528,238934317,55910425,183023892,39332049,143691843,2291528,23387837,15017402,220000,17285186
"365",2014-06-30,20537915898,20632047549,331665096,329391407,136409714,192981693,425796747,66081134,359715613,58100261,301615352,2273689,30564569,19665703,0,15850862
"366",2014-07-01,20558791735,20537915898,379361211,377030480,108179134,268851346,358485374,52770671,305714703,52553472,253161231,2330731,25781168,12131031,2000,14856472
"367",2014-07-02,20495785749,20558791735,301263008,298967549,96852379,202115170,364268994,87683733,276585261,82997473,193587788,2295459,31915974,16303506,20970000,18494253
"368",2014-07-03,20443186834,20495785749,205360896,203068918,73747793,129321125,257959811,55811016,202148795,42490792,159658003,2291978,26434090,11400726,6300000,11676200
"369",2014-07-04,20411184847,20443186834,221546458,219278476,64846456,154432020,253548445,53111986,200436459,43352775,157083684,2267982,17187833,15135390,8930000,11858763
"370",2014-07-05,20405030486,20411184847,162447667,160184753,59249019,100935734,168602028,35573436,133028592,40188231,92840361,2262914,10558728,14521102,0,10493606
"371",2014-07-06,20317667474,20405030486,163090528,160840529,50982227,109858302,250453540,62404245,188049295,35527175,152522120,2249999,25441151,26063472,3e+05,10599622
"372",2014-07-07,20315307256,20317667474,330300280,328069586,106970841,221098745,332660498,58747518,273912980,38488891,235424089,2230694,24404377,19872746,1800000,12670395
"373",2014-07-08,20189176488,20315307256,237821679,235610197,69898218,165711979,363952447,51005384,312947063,51457710,261489353,2211482,21485115,11049045,2e+06,16471224
"374",2014-07-09,20134473425,20189176488,254180106,251952861,72225309,179727552,308883169,36052975,272830194,40623821,232206373,2227245,12213885,10147017,0,13692073
"375",2014-07-10,20089376395,20134473425,277110154,274863005,88597264,186265741,322207184,56261390,265945794,48574648,217371146,2247149,32278026,9707364,1001000,13275000
"376",2014-07-11,20056488834,20089376395,233743113,231524466,70283598,161240868,266630674,46358673,220272001,41530775,178741226,2218647,19218201,15294811,3e+05,11545661
"377",2014-07-12,20032588018,20056488834,149584303,147378554,54194528,93184026,173485119,30543948,142941171,24010717,118930454,2205749,8927374,11303010,3e+05,10013564
